Date;Open;High;Low;Last Close;Chg.%;
"01/02/2008";"1816.10";"1819.50";"1802.10";"1808.60";"-0.36%";
"01/03/2008";"1791.40";"1794.10";"1779.80";"1792.50";"-0.89%";
"01/04/2008";"1803.60";"1806.50";"1759.30";"1760.00";"-1.81%";
"01/07/2008";"1750.10";"1750.10";"1713.50";"1725.30";"-1.97%";
"01/08/2008";"1733.20";"1744.00";"1723.70";"1735.30";"+0.58%";
"01/09/2008";"1724.60";"1724.60";"1682.10";"1688.90";"-2.67%";
"01/10/2008";"1689.50";"1698.50";"1614.00";"1646.10";"-2.53%";
"01/11/2008";"1660.20";"1666.10";"1650.90";"1657.30";"+0.68%";
"01/14/2008";"1663.40";"1663.60";"1618.00";"1651.50";"-0.35%";
"01/15/2008";"1655.40";"1656.80";"1614.10";"1620.20";"-1.90%";
"01/16/2008";"1599.90";"1599.90";"1552.40";"1570.10";"-3.09%";
"01/17/2008";"1579.50";"1589.10";"1541.20";"1561.50";"-0.55%";
"01/18/2008";"1542.50";"1573.80";"1501.30";"1561.70";"+0.01%";
"01/21/2008";"1544.10";"1544.20";"1482.60";"1489.60";"-4.62%";
"01/22/2008";"1433.80";"1489.80";"1409.40";"1463.70";"-1.74%";
"01/23/2008";"1489.80";"1521.70";"1393.00";"1405.10";"-4.00%";
"01/24/2008";"1458.60";"1523.40";"1454.10";"1523.40";"+8.42%";
"01/25/2008";"1559.70";"1572.60";"1525.40";"1536.70";"+0.87%";
"01/28/2008";"1514.00";"1514.60";"1470.40";"1487.40";"-3.21%";
"01/29/2008";"1502.70";"1522.70";"1501.00";"1501.00";"+0.91%";
"01/30/2008";"1521.90";"1527.50";"1507.30";"1521.20";"+1.35%";
"01/31/2008";"1531.80";"1536.90";"1464.50";"1499.60";"-1.42%";
"02/01/2008";"1507.80";"1560.20";"1507.80";"1541.30";"+2.78%";
"02/04/2008";"1551.30";"1579.50";"1547.40";"1567.00";"+1.67%";
"02/05/2008";"1555.80";"1571.60";"1540.00";"1544.10";"-1.46%";
"02/06/2008";"1520.40";"1543.30";"1506.60";"1532.50";"-0.75%";
"02/07/2008";"1539.10";"1539.10";"1494.60";"1501.00";"-2.06%";
"02/08/2008";"1507.80";"1515.00";"1489.50";"1494.60";"-0.43%";
"02/11/2008";"1491.90";"1505.80";"1481.30";"1493.20";"-0.09%";
"02/12/2008";"1502.70";"1524.00";"1496.50";"1524.00";"+2.06%";
"02/13/2008";"1525.90";"1573.20";"1518.70";"1569.90";"+3.01%";
"02/14/2008";"1583.30";"1594.30";"1566.00";"1572.30";"+0.15%";
"02/15/2008";"1562.60";"1562.60";"1533.20";"1541.70";"-1.95%";
"02/18/2008";"1555.20";"1570.90";"1553.00";"1568.50";"+1.74%";
"02/19/2008";"1566.30";"1580.80";"1548.50";"1578.30";"+0.62%";
"02/20/2008";"1567.50";"1575.60";"1551.10";"1569.80";"-0.54%";
"02/21/2008";"1582.10";"1582.60";"1562.70";"1564.00";"-0.37%";
"02/22/2008";"1559.20";"1559.50";"1536.40";"1537.70";"-1.68%";
"02/25/2008";"1547.20";"1573.80";"1547.20";"1566.20";"+1.85%";
"02/26/2008";"1579.30";"1585.50";"1569.50";"1578.20";"+0.77%";
"02/27/2008";"1583.40";"1584.00";"1562.00";"1567.60";"-0.67%";
"02/28/2008";"1578.90";"1587.60";"1566.70";"1569.80";"+0.14%";
"02/29/2008";"1562.00";"1584.60";"1555.30";"1566.00";"-0.24%";
"03/03/2008";"1556.70";"1556.70";"1522.60";"1522.70";"-2.77%";
"03/04/2008";"1532.70";"1542.00";"1485.20";"1485.60";"-2.44%";
"03/05/2008";"1487.60";"1511.50";"1487.60";"1511.50";"+1.74%";
"03/06/2008";"1515.80";"1515.80";"1493.90";"1496.30";"-1.01%";
"03/07/2008";"1484.50";"1484.50";"1457.30";"1467.90";"-1.90%";
"03/10/2008";"1467.30";"1467.30";"1448.60";"1460.90";"-0.48%";
"03/11/2008";"1455.40";"1509.60";"1455.40";"1509.00";"+3.29%";
"03/12/2008";"1531.70";"1536.80";"1513.80";"1523.20";"+0.94%";
"03/13/2008";"1516.30";"1516.30";"1494.90";"1495.30";"-1.83%";
"03/14/2008";"1500.20";"1537.80";"1499.80";"1506.00";"+0.72%";
"03/17/2008";"1481.50";"1483.40";"1446.60";"1468.50";"-2.49%";
"03/18/2008";"1475.80";"1504.80";"1474.80";"1504.40";"+2.44%";
"03/19/2008";"1528.40";"1531.80";"1505.60";"1520.40";"+1.06%";
"03/20/2008";"1511.50";"1511.50";"1488.50";"1496.80";"-1.55%";
"03/21/2008";"1515.60";"1517.80";"1508.20";"1516.90";"+1.34%";
"03/25/2008";"1541.60";"1550.50";"1521.00";"1522.80";"+0.39%";
"03/26/2008";"1524.50";"1535.20";"1508.20";"1510.70";"-0.79%";
"03/27/2008";"1529.60";"1546.70";"1519.30";"1541.40";"+2.03%";
"03/28/2008";"1535.80";"1565.70";"1535.80";"1563.50";"+1.43%";
"03/31/2008";"1557.70";"1560.30";"1539.20";"1551.90";"-0.74%";
"04/01/2008";"1551.10";"1562.80";"1547.50";"1562.80";"+0.70%";
"04/02/2008";"1575.70";"1588.20";"1575.30";"1575.30";"+0.80%";
"04/03/2008";"1579.90";"1587.60";"1561.90";"1569.10";"-0.39%";
"04/04/2008";"1569.80";"1575.50";"1558.30";"1565.50";"-0.23%";
"04/07/2008";"1571.40";"1585.30";"1571.40";"1585.30";"+1.26%";
"04/08/2008";"1581.80";"1582.90";"1571.20";"1578.40";"-0.44%";
"04/09/2008";"1575.80";"1594.30";"1573.50";"1583.30";"+0.31%";
"04/10/2008";"1579.00";"1579.40";"1545.10";"1545.10";"-2.41%";
"04/11/2008";"1557.10";"1569.10";"1531.10";"1533.10";"-0.78%";
"04/14/2008";"1521.00";"1530.60";"1513.90";"1518.00";"-0.98%";
"04/15/2008";"1519.60";"1531.80";"1515.30";"1526.60";"+0.57%";
"04/16/2008";"1535.30";"1541.60";"1513.20";"1537.70";"+0.73%";
"04/17/2008";"1545.30";"1548.50";"1526.40";"1532.60";"-0.33%";
"04/18/2008";"1533.90";"1561.10";"1530.30";"1561.10";"+1.86%";
"04/21/2008";"1567.70";"1575.30";"1558.90";"1562.80";"+0.11%";
"04/22/2008";"1555.40";"1557.20";"1540.50";"1545.80";"-1.09%";
"04/23/2008";"1550.10";"1556.50";"1547.00";"1555.10";"+0.60%";
"04/24/2008";"1555.90";"1564.10";"1544.20";"1564.10";"+0.58%";
"04/25/2008";"1563.90";"1578.80";"1563.70";"1572.30";"+0.52%";
"04/28/2008";"1572.70";"1591.80";"1572.70";"1591.40";"+1.21%";
"04/29/2008";"1591.30";"1593.10";"1577.30";"1582.70";"-0.55%";
"04/30/2008";"1590.60";"1611.00";"1584.20";"1609.80";"+1.71%";
"05/02/2008";"1620.40";"1662.40";"1620.40";"1659.90";"+3.11%";
"05/05/2008";"1660.10";"1660.10";"1644.50";"1646.20";"-0.83%";
"05/06/2008";"1647.00";"1657.70";"1642.10";"1644.00";"-0.13%";
"05/07/2008";"1646.90";"1670.90";"1646.90";"1663.70";"+1.20%";
"05/09/2008";"1660.90";"1660.90";"1634.70";"1636.80";"-1.62%";
"05/12/2008";"1642.80";"1653.90";"1639.90";"1640.90";"+0.25%";
"05/13/2008";"1643.50";"1646.20";"1634.20";"1641.90";"+0.06%";
"05/14/2008";"1640.30";"1657.30";"1640.30";"1655.20";"+0.81%";
"05/15/2008";"1654.30";"1670.10";"1651.20";"1668.40";"+0.80%";
"05/16/2008";"1669.70";"1701.40";"1669.70";"1701.10";"+1.96%";
"05/19/2008";"1701.40";"1710.80";"1692.30";"1710.80";"+0.57%";
"05/20/2008";"1696.80";"1712.60";"1695.00";"1703.10";"-0.45%";
"05/21/2008";"1699.40";"1702.80";"1665.70";"1668.90";"-2.01%";
"05/22/2008";"1667.00";"1679.80";"1660.70";"1677.40";"+0.51%";
"05/23/2008";"1677.90";"1681.80";"1668.60";"1671.30";"-0.36%";
"05/26/2008";"1665.20";"1666.80";"1657.70";"1657.90";"-0.80%";
"05/27/2008";"1638.10";"1660.40";"1638.10";"1644.80";"-0.79%";
"05/28/2008";"1648.10";"1677.90";"1648.10";"1675.90";"+1.89%";
"05/29/2008";"1676.80";"1680.70";"1666.80";"1676.20";"+0.02%";
"05/30/2008";"1687.10";"1693.20";"1679.80";"1685.00";"+0.52%";
"06/02/2008";"1688.50";"1689.20";"1677.20";"1685.10";"+0.01%";
"06/03/2008";"1682.00";"1683.70";"1669.40";"1669.80";"-0.91%";
"06/04/2008";"1678.10";"1678.20";"1639.40";"1648.20";"-1.29%";
"06/05/2008";"1651.60";"1654.50";"1641.30";"1654.30";"+0.37%";
"06/06/2008";"1658.80";"1674.80";"1630.50";"1632.60";"-1.31%";
"06/09/2008";"1622.10";"1622.10";"1608.20";"1618.30";"-0.88%";
"06/10/2008";"1619.20";"1619.20";"1592.50";"1593.90";"-1.51%";
"06/11/2008";"1600.10";"1611.70";"1585.40";"1585.40";"-0.53%";
"06/12/2008";"1576.80";"1602.00";"1576.00";"1602.00";"+1.05%";
"06/13/2008";"1605.30";"1605.30";"1572.50";"1587.40";"-0.91%";
"06/16/2008";"1596.90";"1612.10";"1590.50";"1596.10";"+0.55%";
"06/17/2008";"1612.10";"1642.50";"1606.30";"1633.60";"+2.35%";
"06/18/2008";"1634.50";"1643.00";"1616.40";"1623.70";"-0.61%";
"06/19/2008";"1617.00";"1621.80";"1603.90";"1613.10";"-0.65%";
"06/20/2008";"1614.50";"1623.90";"1559.10";"1559.10";"-3.35%";
"06/23/2008";"1565.10";"1565.10";"1540.40";"1551.80";"-0.47%";
"06/24/2008";"1555.10";"1559.20";"1513.20";"1513.70";"-2.46%";
"06/25/2008";"1534.90";"1541.90";"1507.50";"1510.20";"-0.23%";
"06/26/2008";"1510.10";"1511.20";"1468.40";"1479.80";"-2.01%";
"06/27/2008";"1469.00";"1488.60";"1455.20";"1478.00";"-0.12%";
"06/30/2008";"1480.50";"1488.70";"1475.20";"1483.50";"+0.37%";
"07/01/2008";"1492.70";"1493.50";"1453.10";"1458.50";"-1.69%";
"07/02/2008";"1467.00";"1490.50";"1462.40";"1471.40";"+0.88%";
"07/03/2008";"1456.60";"1461.00";"1422.20";"1441.40";"-2.04%";
"07/04/2008";"1445.60";"1454.60";"1418.30";"1420.00";"-1.48%";
"07/07/2008";"1421.30";"1443.60";"1421.30";"1442.10";"+1.56%";
"07/08/2008";"1430.00";"1430.00";"1397.30";"1423.20";"-1.31%";
"07/09/2008";"1437.30";"1455.70";"1437.30";"1455.20";"+2.25%";
"07/10/2008";"1444.30";"1451.50";"1430.90";"1448.50";"-0.46%";
"07/11/2008";"1452.40";"1465.30";"1433.50";"1444.20";"-0.30%";
"07/14/2008";"1444.20";"1456.90";"1440.10";"1440.40";"-0.26%";
"07/15/2008";"1430.10";"1430.10";"1394.50";"1400.30";"-2.78%";
"07/16/2008";"1407.40";"1409.50";"1372.40";"1398.60";"-0.12%";
"07/17/2008";"1418.00";"1449.60";"1417.10";"1441.00";"+3.03%";
"07/18/2008";"1433.80";"1444.00";"1415.30";"1424.20";"-1.17%";
"07/21/2008";"1437.50";"1454.20";"1419.50";"1451.20";"+1.90%";
"07/22/2008";"1448.30";"1448.30";"1421.40";"1436.40";"-1.02%";
"07/23/2008";"1454.60";"1475.10";"1454.60";"1475.00";"+2.69%";
"07/24/2008";"1474.10";"1482.20";"1441.60";"1441.60";"-2.26%";
"07/25/2008";"1435.80";"1437.80";"1419.20";"1433.70";"-0.55%";
"07/28/2008";"1440.50";"1445.40";"1420.60";"1445.20";"+0.80%";
"07/29/2008";"1425.60";"1445.00";"1412.80";"1443.90";"-0.09%";
"07/30/2008";"1462.70";"1478.20";"1443.00";"1474.00";"+2.08%";
"07/31/2008";"1479.50";"1480.20";"1456.60";"1471.80";"-0.15%";
"08/01/2008";"1468.00";"1473.00";"1446.70";"1446.70";"-1.71%";
"08/04/2008";"1441.70";"1457.10";"1440.00";"1440.00";"-0.46%";
"08/05/2008";"1437.40";"1447.40";"1425.50";"1442.30";"+0.16%";
"08/06/2008";"1468.10";"1471.90";"1453.70";"1459.60";"+1.20%";
"08/07/2008";"1466.50";"1477.30";"1450.60";"1450.60";"-0.62%";
"08/08/2008";"1456.30";"1463.30";"1441.90";"1453.50";"+0.20%";
"08/11/2008";"1465.70";"1471.60";"1451.00";"1457.40";"+0.27%";
"08/12/2008";"1456.60";"1457.00";"1440.30";"1446.50";"-0.75%";
"08/13/2008";"1442.40";"1448.30";"1435.30";"1448.30";"+0.12%";
"08/14/2008";"1451.00";"1472.20";"1442.80";"1448.40";"+0.01%";
"08/15/2008";"1457.50";"1467.80";"1449.80";"1456.20";"+0.54%";
"08/18/2008";"1454.90";"1457.00";"1442.60";"1442.60";"-0.93%";
"08/19/2008";"1440.30";"1440.30";"1429.00";"1431.50";"-0.77%";
"08/20/2008";"1412.40";"1441.80";"1410.90";"1440.00";"+0.59%";
"08/21/2008";"1446.10";"1446.10";"1433.90";"1440.30";"+0.02%";
"08/22/2008";"1441.50";"1458.50";"1441.50";"1455.40";"+1.05%";
"08/25/2008";"1459.80";"1461.30";"1447.50";"1452.60";"-0.19%";
"08/26/2008";"1448.20";"1449.00";"1434.00";"1437.60";"-1.03%";
"08/27/2008";"1439.20";"1448.90";"1433.00";"1444.00";"+0.45%";
"08/28/2008";"1443.00";"1456.20";"1436.00";"1456.20";"+0.84%";
"08/29/2008";"1463.50";"1478.20";"1462.50";"1478.20";"+1.51%";
"09/01/2008";"1467.20";"1474.80";"1462.30";"1467.60";"-0.72%";
"09/02/2008";"1467.60";"1475.70";"1459.00";"1471.20";"+0.25%";
"09/03/2008";"1463.60";"1463.60";"1445.40";"1452.10";"-1.30%";
"09/04/2008";"1448.10";"1452.90";"1428.10";"1429.40";"-1.56%";
"09/05/2008";"1405.50";"1405.50";"1357.30";"1374.50";"-3.84%";
"09/08/2008";"1424.80";"1429.90";"1402.10";"1427.90";"+3.89%";
"09/09/2008";"1413.80";"1420.80";"1383.60";"1390.40";"-2.63%";
"09/10/2008";"1357.20";"1371.80";"1314.40";"1322.00";"-4.92%";
"09/11/2008";"1321.60";"1326.90";"1290.80";"1292.20";"-2.25%";
"09/12/2008";"1311.70";"1332.30";"1280.40";"1290.80";"-0.11%";
"09/15/2008";"1250.40";"1264.50";"1202.50";"1236.80";"-4.18%";
"09/16/2008";"1219.30";"1219.30";"1147.10";"1167.60";"-5.60%";
"09/17/2008";"1198.70";"1235.50";"1168.30";"1187.60";"+1.71%";
"09/18/2008";"1158.50";"1181.70";"1137.20";"1178.00";"-0.81%";
"09/19/2008";"1232.10";"1316.20";"1226.50";"1316.20";"+11.73%";
"09/22/2008";"1330.50";"1338.60";"1308.40";"1309.90";"-0.48%";
"09/23/2008";"1299.80";"1299.80";"1263.00";"1277.70";"-2.46%";
"09/24/2008";"1293.10";"1294.90";"1271.90";"1283.10";"+0.42%";
"09/25/2008";"1284.40";"1302.70";"1277.60";"1300.60";"+1.36%";
"09/26/2008";"1286.00";"1286.00";"1260.00";"1274.00";"-2.05%";
"09/29/2008";"1269.90";"1270.40";"1200.90";"1205.50";"-5.38%";
"09/30/2008";"1141.00";"1219.10";"1123.70";"1204.70";"-0.07%";
"10/01/2008";"1224.00";"1252.60";"1224.00";"1235.30";"+2.54%";
"10/02/2008";"1251.90";"1251.90";"1220.60";"1223.70";"-0.94%";
"10/03/2008";"1218.90";"1219.90";"1190.80";"1204.80";"-1.54%";
"10/06/2008";"1181.20";"1181.20";"1102.80";"1102.90";"-8.46%";
"10/07/2008";"1118.50";"1119.40";"1038.30";"1084.60";"-1.66%";
"10/08/2008";"1037.00";"1071.30";"994.90";"1042.60";"-3.87%";
"10/09/2008";"1051.30";"1067.40";"1034.30";"1044.60";"+0.19%";
"10/10/2008";"972.60";"972.60";"862.80";"888.50";"-14.94%";
"10/13/2008";"937.50";"981.50";"936.60";"981.50";"+10.47%";
"10/14/2008";"1054.80";"1098.90";"1024.30";"1085.10";"+10.56%";
"10/15/2008";"1066.90";"1067.20";"990.90";"998.80";"-7.95%";
"10/16/2008";"949.70";"959.30";"918.20";"938.50";"-6.04%";
"10/17/2008";"969.20";"973.10";"842.80";"842.80";"-10.20%";
"10/20/2008";"882.90";"893.20";"862.00";"864.20";"+2.54%";
"10/21/2008";"886.00";"899.90";"872.40";"887.90";"+2.74%";
"10/22/2008";"878.70";"898.90";"851.80";"853.90";"-3.83%";
"10/23/2008";"841.70";"873.60";"828.30";"851.50";"-0.28%";
"10/24/2008";"830.40";"830.40";"744.60";"751.30";"-11.77%";
"10/27/2008";"742.70";"742.70";"685.60";"699.80";"-6.85%";
"10/29/2008";"747.60";"791.90";"747.60";"791.90";"+13.16%";
"10/30/2008";"822.80";"878.90";"821.80";"864.50";"+9.17%";
"10/31/2008";"852.20";"882.40";"846.70";"877.90";"+1.55%";
"11/03/2008";"896.90";"912.20";"889.90";"901.30";"+2.67%";
"11/04/2008";"906.60";"935.40";"898.20";"935.40";"+3.78%";
"11/05/2008";"964.40";"964.40";"891.60";"904.00";"-3.36%";
"11/06/2008";"873.60";"892.10";"846.60";"866.70";"-4.13%";
"11/07/2008";"851.20";"896.10";"848.60";"893.70";"+3.12%";
"11/10/2008";"919.20";"931.90";"899.20";"903.60";"+1.11%";
"11/11/2008";"900.70";"900.70";"864.80";"866.50";"-4.11%";
"11/12/2008";"870.30";"885.90";"816.00";"825.50";"-4.73%";
"11/13/2008";"811.80";"820.80";"775.30";"775.30";"-6.08%";
"11/14/2008";"826.30";"826.30";"803.70";"810.20";"+4.50%";
"11/18/2008";"803.90";"803.90";"766.10";"777.00";"-4.10%";
"11/19/2008";"786.10";"789.00";"769.20";"777.20";"+0.03%";
"11/20/2008";"752.50";"752.50";"733.30";"733.30";"-5.65%";
"11/21/2008";"739.30";"750.60";"730.30";"744.80";"+1.57%";
"11/24/2008";"765.70";"792.00";"747.10";"792.00";"+6.34%";
"11/25/2008";"802.80";"822.60";"798.50";"817.00";"+3.16%";
"11/26/2008";"816.20";"827.50";"801.50";"817.30";"+0.04%";
"11/27/2008";"831.80";"850.20";"831.80";"846.50";"+3.57%";
"11/28/2008";"855.30";"865.70";"845.50";"863.20";"+1.97%";
"12/01/2008";"862.50";"865.60";"840.40";"842.90";"-2.35%";
"12/02/2008";"815.90";"840.10";"807.70";"821.40";"-2.55%";
"12/03/2008";"831.30";"831.30";"813.40";"818.90";"-0.30%";
"12/04/2008";"820.50";"850.70";"820.40";"841.90";"+2.81%";
"12/05/2008";"834.90";"836.10";"818.80";"823.80";"-2.15%";
"12/08/2008";"849.10";"858.30";"841.90";"856.10";"+3.92%";
"12/09/2008";"857.80";"861.60";"846.30";"847.90";"-0.96%";
"12/10/2008";"849.30";"871.30";"847.10";"869.20";"+2.51%";
"12/11/2008";"869.80";"870.90";"847.60";"847.60";"-2.49%";
"12/12/2008";"832.90";"832.90";"819.50";"822.90";"-2.91%";
"12/15/2008";"839.60";"846.70";"827.20";"835.90";"+1.58%";
"12/16/2008";"836.80";"839.70";"815.70";"838.10";"+0.26%";
"12/17/2008";"848.50";"858.30";"828.60";"833.20";"-0.58%";
"12/18/2008";"833.90";"841.70";"831.70";"833.50";"+0.04%";
"12/19/2008";"826.70";"850.90";"818.70";"818.70";"-1.78%";
"12/22/2008";"823.40";"828.40";"817.60";"820.20";"+0.18%";
"12/23/2008";"822.60";"847.30";"818.80";"846.80";"+3.24%";
"12/29/2008";"847.00";"870.00";"846.90";"867.60";"+2.46%";
"12/30/2008";"866.40";"884.80";"855.90";"858.20";"-1.08%";
"01/02/2009";"867.90";"873.40";"867.00";"870.10";"+1.39%";
"01/05/2009";"882.10";"893.70";"879.70";"883.90";"+1.59%";
"01/06/2009";"880.20";"906.70";"878.40";"904.70";"+2.35%";
"01/07/2009";"900.30";"900.30";"878.50";"879.60";"-2.77%";
"01/08/2009";"869.70";"880.70";"867.20";"874.50";"-0.58%";
"01/09/2009";"878.20";"883.00";"865.10";"876.70";"+0.25%";
"01/12/2009";"874.30";"883.60";"868.90";"874.30";"-0.27%";
"01/13/2009";"873.60";"873.60";"856.10";"859.50";"-1.69%";
"01/14/2009";"868.80";"872.50";"834.90";"838.80";"-2.41%";
"01/15/2009";"837.10";"837.30";"816.50";"831.60";"-0.86%";
"01/16/2009";"844.80";"850.30";"840.70";"842.10";"+1.26%";
"01/19/2009";"845.90";"848.20";"817.90";"817.90";"-2.87%";
"01/20/2009";"815.70";"815.70";"794.10";"798.90";"-2.32%";
"01/21/2009";"787.50";"787.50";"767.60";"784.40";"-1.81%";
"01/22/2009";"810.70";"810.70";"763.40";"767.80";"-2.12%";
"01/23/2009";"765.50";"765.50";"744.70";"751.00";"-2.19%";
"01/26/2009";"762.90";"768.90";"745.40";"768.90";"+2.38%";
"01/27/2009";"781.00";"783.50";"759.60";"769.20";"+0.04%";
"01/28/2009";"775.90";"792.10";"773.90";"786.40";"+2.24%";
"01/29/2009";"791.90";"791.90";"773.60";"780.90";"-0.70%";
"01/30/2009";"779.30";"785.20";"770.60";"774.20";"-0.86%";
"02/02/2009";"769.90";"772.10";"759.90";"763.90";"-1.33%";
"02/03/2009";"765.60";"772.80";"750.80";"752.60";"-1.48%";
"02/04/2009";"761.10";"762.10";"744.20";"749.40";"-0.43%";
"02/05/2009";"744.80";"748.90";"728.60";"729.10";"-2.71%";
"02/06/2009";"737.70";"740.80";"721.90";"733.80";"+0.64%";
"02/09/2009";"736.80";"761.10";"728.00";"761.10";"+3.72%";
"02/10/2009";"755.10";"756.00";"748.60";"751.50";"-1.26%";
"02/11/2009";"735.50";"740.50";"719.00";"740.40";"-1.48%";
"02/12/2009";"738.30";"738.30";"723.90";"726.10";"-1.93%";
"02/13/2009";"728.60";"736.20";"722.50";"723.70";"-0.33%";
"02/16/2009";"720.40";"722.20";"697.40";"699.00";"-3.41%";
"02/17/2009";"685.60";"685.60";"640.60";"651.50";"-6.80%";
"02/18/2009";"647.90";"653.20";"606.90";"628.50";"-3.53%";
"02/19/2009";"645.00";"663.70";"627.60";"657.00";"+4.53%";
"02/20/2009";"650.70";"650.70";"630.30";"648.20";"-1.34%";
"02/23/2009";"656.50";"670.10";"645.10";"645.10";"-0.48%";
"02/24/2009";"638.20";"646.90";"633.40";"644.90";"-0.03%";
"02/25/2009";"659.50";"666.90";"642.00";"642.10";"-0.43%";
"02/26/2009";"654.50";"659.10";"640.10";"642.80";"+0.11%";
"02/27/2009";"643.20";"651.70";"632.50";"640.90";"-0.30%";
"03/02/2009";"636.50";"636.90";"623.20";"636.70";"-0.66%";
"03/03/2009";"631.30";"634.10";"620.30";"631.00";"-0.90%";
"03/04/2009";"634.70";"648.20";"634.60";"646.40";"+2.44%";
"03/05/2009";"646.90";"647.30";"637.00";"639.70";"-1.04%";
"03/06/2009";"635.60";"645.60";"633.10";"643.40";"+0.58%";
"03/09/2009";"643.40";"645.00";"635.00";"640.40";"-0.47%";
"03/10/2009";"641.30";"666.80";"640.40";"660.20";"+3.09%";
"03/11/2009";"672.80";"681.80";"664.30";"675.60";"+2.33%";
"03/12/2009";"675.10";"677.70";"665.00";"677.30";"+0.25%";
"03/13/2009";"689.20";"697.70";"686.80";"692.30";"+2.21%";
"03/16/2009";"695.20";"700.00";"689.30";"692.80";"+0.07%";
"03/17/2009";"696.10";"704.60";"691.00";"693.30";"+0.07%";
"03/18/2009";"702.00";"710.30";"698.30";"706.30";"+1.88%";
"03/19/2009";"716.20";"752.20";"716.20";"742.60";"+5.14%";
"03/20/2009";"731.50";"745.10";"725.20";"730.00";"-1.70%";
"03/23/2009";"744.60";"765.40";"744.60";"764.90";"+4.78%";
"03/24/2009";"785.40";"801.40";"772.30";"778.80";"+1.82%";
"03/25/2009";"770.00";"809.30";"763.50";"807.00";"+3.62%";
"03/26/2009";"818.20";"822.80";"805.60";"810.70";"+0.46%";
"03/27/2009";"812.90";"814.20";"787.70";"787.70";"-2.84%";
"03/30/2009";"771.90";"771.90";"740.70";"745.10";"-5.41%";
"03/31/2009";"738.20";"762.80";"738.20";"749.70";"+0.62%";
"04/01/2009";"763.80";"768.80";"750.50";"755.20";"+0.73%";
"04/02/2009";"767.70";"802.90";"767.70";"802.90";"+6.32%";
"04/03/2009";"801.40";"833.40";"797.70";"823.70";"+2.59%";
"04/06/2009";"829.40";"832.50";"807.10";"814.20";"-1.15%";
"04/07/2009";"808.80";"810.90";"786.90";"786.90";"-3.35%";
"04/08/2009";"780.30";"815.20";"771.80";"813.50";"+3.38%";
"04/09/2009";"822.60";"843.70";"821.30";"840.80";"+3.36%";
"04/10/2009";"848.20";"851.20";"839.90";"841.70";"+0.11%";
"04/14/2009";"842.90";"866.60";"842.90";"845.00";"+0.39%";
"04/15/2009";"842.30";"853.00";"837.70";"840.20";"-0.57%";
"04/16/2009";"846.30";"854.70";"841.50";"849.60";"+1.12%";
"04/17/2009";"849.70";"853.00";"837.30";"845.30";"-0.51%";
"04/20/2009";"845.70";"850.80";"825.90";"827.90";"-2.06%";
"04/21/2009";"817.30";"825.90";"811.20";"811.60";"-1.97%";
"04/22/2009";"830.40";"835.20";"819.40";"822.30";"+1.32%";
"04/23/2009";"825.30";"830.10";"815.70";"824.10";"+0.22%";
"04/24/2009";"835.80";"837.50";"827.50";"834.10";"+1.21%";
"04/27/2009";"823.70";"830.80";"814.30";"824.00";"-1.21%";
"04/28/2009";"815.30";"821.40";"807.20";"818.30";"-0.69%";
"04/29/2009";"822.50";"847.60";"822.50";"847.60";"+3.58%";
"04/30/2009";"855.10";"880.60";"855.10";"880.60";"+3.89%";
"05/04/2009";"878.30";"903.70";"878.30";"903.70";"+2.62%";
"05/05/2009";"905.30";"935.10";"901.10";"935.10";"+3.47%";
"05/06/2009";"934.70";"959.00";"933.70";"951.80";"+1.79%";
"05/07/2009";"966.90";"991.00";"966.20";"982.70";"+3.25%";
"05/11/2009";"990.00";"996.10";"962.60";"962.90";"-2.01%";
"05/12/2009";"959.70";"983.70";"959.50";"962.50";"-0.04%";
"05/13/2009";"970.70";"972.90";"902.50";"902.50";"-6.23%";
"05/14/2009";"894.40";"910.80";"881.40";"884.90";"-1.95%";
"05/15/2009";"904.00";"908.60";"890.20";"901.20";"+1.84%";
"05/18/2009";"889.50";"903.00";"882.70";"899.50";"-0.19%";
"05/19/2009";"908.40";"937.70";"908.40";"915.00";"+1.72%";
"05/20/2009";"921.20";"947.30";"920.00";"947.30";"+3.53%";
"05/21/2009";"940.60";"941.60";"928.10";"928.10";"-2.03%";
"05/22/2009";"925.90";"938.90";"923.00";"925.80";"-0.25%";
"05/25/2009";"932.20";"936.40";"922.40";"924.80";"-0.11%";
"05/26/2009";"921.60";"927.30";"905.30";"914.70";"-1.09%";
"05/27/2009";"924.30";"929.60";"910.30";"910.30";"-0.48%";
"05/28/2009";"897.20";"912.00";"897.00";"901.50";"-0.97%";
"05/29/2009";"911.70";"915.40";"864.60";"864.60";"-4.09%";
"06/01/2009";"891.40";"918.20";"889.60";"918.20";"+6.20%";
"06/02/2009";"921.40";"927.90";"916.70";"927.90";"+1.06%";
"06/03/2009";"931.10";"933.20";"921.70";"923.70";"-0.45%";
"06/04/2009";"918.80";"932.40";"918.80";"932.40";"+0.94%";
"06/05/2009";"935.80";"951.70";"935.80";"951.00";"+1.99%";
"06/08/2009";"943.10";"944.80";"934.20";"940.50";"-1.10%";
"06/09/2009";"944.90";"960.60";"944.90";"960.60";"+2.14%";
"06/10/2009";"958.20";"969.20";"956.30";"969.20";"+0.90%";
"06/11/2009";"968.00";"968.10";"955.00";"964.80";"-0.45%";
"06/12/2009";"965.60";"966.30";"948.40";"957.30";"-0.78%";
"06/15/2009";"956.50";"956.50";"939.50";"940.10";"-1.80%";
